#PathwayID	Pathway name	Ontology all ancestors
PWY-5055	nicotinate degradation III	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Nicotinate Degradation
PROUT-PWY	L-proline degradation I	Degradation/Utilization/Assimilation|Amino Acid Degradation|Proteinogenic Amino Acid Degradation|L-proline Degradation
PWY-6077	anthranilate degradation II (aerobic)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|2-Aminobenzoate Degradation
PWY0-1535	D-serine degradation	Degradation/Utilization/Assimilation|Amino Acid Degradation|Other Amino Acid Degradation|D-Amino Acid Degradation
2AMINOBENZDEG-PWY	anthranilate degradation III (anaerobic)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|2-Aminobenzoate Degradation
PWY-6422	D-arginine degradation	Degradation/Utilization/Assimilation|Amino Acid Degradation|Other Amino Acid Degradation|D-Amino Acid Degradation
PWY-6504	anthranilate degradation IV (aerobic)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|2-Aminobenzoate Degradation
PWY-6334	L-dopa degradation I (mammalian)	Degradation/Utilization/Assimilation|Amino Acid Degradation|Other Amino Acid Degradation|L-dopa-Degradation
PWY-6079	anthranilate degradation I (aerobic)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|2-Aminobenzoate Degradation
PWY-8110	L-dopa degradation II (bacterial)	Degradation/Utilization/Assimilation|Amino Acid Degradation|Other Amino Acid Degradation|L-dopa-Degradation
PWY-6336	protocatechuate degradation III (para-cleavage pathway)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Protocatechuate Degradation
PWY-8120	&beta;-alanine degradation III	Degradation/Utilization/Assimilation|Amino Acid Degradation|Other Amino Acid Degradation|&beta;-Alanine Degradation
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Protocatechuate Degradation
GLUTATHIONESYN-PWY	glutathione biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|Reductant Biosynthesis|Enzyme Cofactor Biosynthesis
PWY-1781	&beta;-alanine degradation II	Degradation/Utilization/Assimilation|Amino Acid Degradation|Other Amino Acid Degradation|&beta;-Alanine Degradation
P184-PWY	protocatechuate degradation I (meta-cleavage pathway)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Protocatechuate Degradation
PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis
BETA-ALA-DEGRADATION-I-PWY	&beta;-alanine degradation I	Degradation/Utilization/Assimilation|Amino Acid Degradation|Other Amino Acid Degradation|&beta;-Alanine Degradation
CENTBENZCOA-PWY	benzoyl-CoA degradation II (anaerobic)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Benzoyl-CoA Degradation
PWY-8063	flavin-N5-oxide biosynthesis	Macromolecule Modification|Protein Modification|Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis
PWY-5159	trans-4-hydroxy-L-proline degradation II	Degradation/Utilization/Assimilation|Amino Acid Degradation|Other Amino Acid Degradation|hydroxy-L-proline Degradation
PWY-1361	benzoyl-CoA degradation I (aerobic)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Benzoyl-CoA Degradation
PWY-6420	pyrroloquinoline quinone biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis
HYDROXYPRODEG-PWY	trans-4-hydroxy-L-proline degradation I	Degradation/Utilization/Assimilation|Amino Acid Degradation|Other Amino Acid Degradation|hydroxy-L-proline Degradation
P321-PWY	benzoyl-CoA degradation III (anaerobic)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Benzoyl-CoA Degradation
PWY-8057	pyruvoyl group formation from L-serine	Macromolecule Modification|Protein Modification|Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis
PWY-7515	trans-3-hydroxy-L-proline degradation	Degradation/Utilization/Assimilation|Amino Acid Degradation|Other Amino Acid Degradation|hydroxy-L-proline Degradation
PWY-6419	shikimate degradation II	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Shikimate Degradation
PWY-5196	factor 430 biosynthesis	Biosynthesis|Tetrapyrrole Biosynthesis|Porphyrin Compound Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis
SHIKIMATEDEG-PWY	shikimate degradation I	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Shikimate Degradation
PWY-7928	nickel cofactor biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis
PWY-6215	4-chlorobenzoate degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorobenzoate Degradation
PWY-8025	cyanuric acid degradation I	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Cyanurate Degradation
PWY-8159	dipyrromethane cofactor biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis
PWY-6221	2-chlorobenzoate degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorobenzoate Degradation
PWY-5169	cyanuric acid degradation II	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Cyanurate Degradation
PWY-6217	3,4-dichlorobenzoate degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorobenzoate Degradation
PWY-5691	urate conversion to allantoin I	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Urate Degradation
PWY-6091	1,2,4-trichlorobenzene degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorobenzene Degradation
PWY-7849	urate conversion to allantoin III	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Urate Degradation
PWY-6076	vitamin D3 biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Secondary Metabolite Biosynthesis|Hormone Biosynthesis
14DICHLORBENZDEG-PWY	1,4-dichlorobenzene degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorobenzene Degradation
PWY-7394	urate conversion to allantoin II	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Urate Degradation
PWY3O-6	dehydro-D-arabinono-1,4-lactone biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis
PWY-6090	1,2-dichlorobenzene degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorobenzene Degradation
PWY-7773	&gamma;-resorcylate degradation I	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|&gamma;-Resorcylate Degradation
PWY-5027	phylloquinol biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|Quinol and Quinone Biosynthesis|Phylloquinol Biosynthesis
PWY-6083	chlorobenzene degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorobenzene Degradation
PWY-7772	&gamma;-resorcylate degradation II	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|&gamma;-Resorcylate Degradation
PWY-7999	vitamin K-epoxide cycle	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis
PWY-6099	1,2,4,5-tetrachlorobenzene degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorobenzene Degradation
PWY-6081	1,3-dichlorobenzene degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorobenzene Degradation
PWY-5170	melamine degradation	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|s-Triazine Degredation
PWY-7851	coenzyme A biosynthesis II (eukaryotic)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Coenzyme A Biosynthesis
PWY-5726	deethylsimazine degradation	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|s-Triazine Degredation
COA-PWY	coenzyme A biosynthesis I (prokaryotic)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Coenzyme A Biosynthesis
PWY-5171	N-cyclopropylmelamine degradation	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|s-Triazine Degredation
PWY-7620	naphthalene degradation (anaerobic)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Naphthalene Degradation
PWY-6084	3,5-dichlorocatechol degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorocatechol Degradation
PWY-5427	naphthalene degradation (aerobic)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Naphthalene Degradation
SAM-PWY	S-adenosyl-L-methionine biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|S-adenosyl-L-methionine Biosynthesis|Carrier Biosynthesis|Single Carbon Carrier Biosynthesis
PWY-6094	3,4,6-trichlorocatechol degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorocatechol Degradation
PWY-2503	benzoate degradation I (aerobic)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Benzoate Degradation
PWY-6148	tetrahydromethanopterin biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Single Carbon Carrier Biosynthesis
PWY-6093	4,5-dichlorocatechol degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorocatechol Degradation
PWY-283	benzoate degradation II (aerobic and anaerobic)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Benzoate Degradation
NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|NAD Metabolism
PWY-6087	4-chlorocatechol degradation	Degradation/Utilization/Assimilation|Chlorinated Compound Degradation|Aromatic Compound Degradation|Chloroaromatic Compound Degradation|Chlorocatechol Degradation
PWY-6636	salicylate degradation III	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Salicylate Degradation
PWY-8148	NADP biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|NAD Metabolism
PWY-1264	taurine degradation II	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Nitrogen Compound Metabolism|Taurine Degradation
PWY-6224	salicylate degradation II	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Salicylate Degradation
PWY-5083	NAD(P)/NADPH interconversion	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|NAD Metabolism|Activation/Inactivation/Interconversion|Interconversions
TAURINEDEG-PWY	taurine degradation III	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Nitrogen Compound Metabolism|Taurine Degradation
PWY-6183	salicylate degradation I	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Salicylate Degradation
PWY-7269	mitochondrial NADPH production (yeast)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|NAD Metabolism
PWY-1263	taurine degradation I	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Nitrogen Compound Metabolism|Taurine Degradation
PWY-6640	salicylate degradation IV	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Salicylate Degradation
NADPHOS-DEPHOS-PWY-1	NAD phosphorylation and transhydrogenation	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|NAD Metabolism
PWY0-981	taurine degradation IV	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Nitrogen Compound Metabolism|Taurine Degradation
TOLUENE-DEG-2-OH-PWY	toluene degradation to 2-hydroxypentadienoate I (via o-cresol)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Toluene Degradation
PWY-7268	cytosolic NADPH production (yeast)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|NAD Metabolism
PWY-6683	assimilatory sulfate reduction III	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Assimilatory Sulfate Reduction
TOLUENE-DEG-CATECHOL-PWY	toluene degradation to benzoate	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Toluene Degradation
PWY-6168	flavin biosynthesis III (fungi)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|Flavin Biosynthesis
SULFMETII-PWY	assimilatory sulfate reduction II	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Assimilatory Sulfate Reduction
PWY-81	toluene degradation to benzoyl-CoA (anaerobic)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Toluene Degradation
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|Flavin Biosynthesis
PWY1ZNC-1	assimilatory sulfate reduction IV	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Assimilatory Sulfate Reduction
TOLUENE-DEG-4-OH-PWY	toluene degradation to 4-methylphenol	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Toluene Degradation
PWY-6167	flavin biosynthesis II (archaea)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|Flavin Biosynthesis
PWY-5350	thiosulfate disproportionation IV (rhodanese)	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Thiosulfate Disproportionation
PWY-7703	2,4-xylenol degradation to protocatechuate	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Toluene Degradation
PWY66-366	flavin salvage	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|Flavin Biosynthesis
PWY-7927	sulfide oxidation IV (mitochondria)	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Sulfide Oxidation
TOLUENE-DEG-3-OH-PWY	toluene degradation to 2-hydroxypentadienoate (via 4-methylcatechol)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Toluene Degradation
PWY0-1597	prenylated FMNH2 biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|Flavin Biosynthesis
PWY-5274	sulfide oxidation II (flavocytochrome c)	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Sulfide Oxidation
TOLUENE-DEG-DIOL-PWY	toluene degradation to 2-hydroxypentadienoate (via toluene-cis-diol)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Toluene Degradation
PWY-4181	glutathione amide metabolism	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|Reductant Biosynthesis
PWY-6616	sulfolactate degradation I	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Sulfolactate Degradation
PWY-7700	4-methylphenol degradation to protocatechuate	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Toluene Degradation
PWY1G-126	mycothiol oxidation	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|Reductant Biosynthesis
PWY-6638	sulfolactate degradation III	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Sulfolactate Degradation
